emp_no,first_name,last_name,title,from_date,to_date,salary
405660,Phuoc,Erva,Senior Staff,1989-12-10,9999-01-01,75867
405663,Utz,Akiyama,Senior Staff,1986-09-23,9999-01-01,40000
405667,Makato,McDermid,Senior Staff,1992-12-14,9999-01-01,66184
405687,Katsuyuki,Gaughan,Senior Engineer,2001-05-18,9999-01-01,49725
405693,Cathie,Calkin,Senior Engineer,1992-02-10,9999-01-01,51176
405700,Fen,Akaboshi,Senior Engineer,1986-03-08,1989-03-16,50371
405705,Mitchel,Gruenwald,Senior Staff,1996-03-07,9999-01-01,62464
405707,Kaijung,Vural,Senior Engineer,2001-04-30,9999-01-01,53972
405708,Suzette,Pusterhofer,Staff,1989-08-23,1994-08-24,40000
405709,Zvonko,Eugenio,Senior Staff,1995-02-15,9999-01-01,69017
405712,Iara,Munke,Senior Staff,1995-05-03,9999-01-01,64694
405713,Krassimir,Nourani,Staff,1998-09-03,9999-01-01,56282
405714,Geoffry,Hofting,Senior Staff,1993-05-29,9999-01-01,77706
405721,Pascal,Tempesti,Senior Engineer,1993-12-13,9999-01-01,40000
405725,Gennady,Templeman,Senior Staff,1995-05-10,9999-01-01,45977
405732,Hidekazu,Schurmann,Senior Staff,1991-05-07,9999-01-01,41359
405736,Zhigen,Birdsall,Senior Staff,1994-09-09,9999-01-01,41975
405746,Heon,Mondadori,Senior Staff,1986-09-17,9999-01-01,67977
405753,Kotesh,Nations,Senior Engineer,1990-04-17,9999-01-01,42997
405754,Fei,Borovoy,Engineer,1999-03-27,9999-01-01,40000
405758,Shichao,Manders,Senior Staff,1989-06-09,9999-01-01,55701
405765,Ult,Schach,Staff,1996-09-19,9999-01-01,88858
405767,Subhrajyoti,Maliniak,Senior Engineer,1994-11-05,9999-01-01,57645
405774,Weiyi,Cmelik,Senior Engineer,2002-06-14,9999-01-01,40000
405775,Uri,Fetvedt,Staff,1988-01-02,1994-11-29,52763
405778,Gal,Uludag,Senior Staff,1993-07-22,9999-01-01,40000
405783,Sugwoo,Kavvadias,Senior Engineer,1996-02-08,1996-02-13,40000
405785,Hugo,Erva,Senior Staff,1991-02-08,9999-01-01,71856
405786,Unal,Cangellaris,Senior Engineer,2000-06-30,9999-01-01,68220
405808,Chinhyun,Heering,Senior Engineer,1995-04-23,9999-01-01,40000
405811,Heeju,Anido,Senior Staff,2001-02-10,9999-01-01,40000
405830,Alselm,Foote,Technique Leader,1986-05-01,1989-04-22,41363
405832,Dante,Bellone,Senior Engineer,1995-01-06,9999-01-01,52044
405833,Sudhanshu,Kampfer,Senior Staff,1985-10-18,9999-01-01,54176
405834,Miomir,Ginneken,Senior Engineer,1994-02-16,9999-01-01,54405
405837,Khaled,Cincotta,Senior Staff,1996-05-17,1998-02-08,55062
405848,Constantino,Zschoche,Senior Engineer,1994-01-26,9999-01-01,42552
405850,Wayne,Ghazalie,Senior Engineer,1995-03-12,9999-01-01,75070
405861,Ramzi,Gerteisen,Senior Staff,1996-07-29,9999-01-01,48915
405865,Naftali,Deville,Senior Staff,1992-10-06,1998-10-14,100352
405870,Goetz,Honiden,Senior Engineer,1995-07-22,9999-01-01,44534
405888,Leucio,Alpay,Senior Staff,1997-07-05,9999-01-01,59958
405889,Apostol,Lichtner,Staff,1986-05-03,1988-01-23,40000
405892,Tamiya,Cullers,Senior Staff,1996-02-03,9999-01-01,78973
405897,Jiafu,Moehrke,Senior Staff,1999-09-02,9999-01-01,40000
405903,Sanjeeva,Heiserman,Senior Engineer,1991-08-11,9999-01-01,63842
405915,Along,Harllee,Senior Engineer,1993-11-23,1996-08-01,77358
405924,Udi,Nooteboom,Engineer,1997-07-02,9999-01-01,47731
405931,Werner,Hebert,Senior Staff,1995-08-12,9999-01-01,73204
405934,Xiaoqiu,Soloway,Senior Engineer,1999-02-04,9999-01-01,47547
405940,Kaijung,Crouzet,Senior Engineer,1996-08-01,9999-01-01,41050
405955,Owen,Kaelbling,Staff,1997-01-27,2001-08-16,94546
405957,Zhiguo,Cochrane,Senior Engineer,1994-11-07,9999-01-01,51741
405963,Hidekazu,Selenyi,Senior Staff,1993-04-21,9999-01-01,71451
405968,Szabolcs,Reinhard,Senior Staff,1988-03-10,9999-01-01,64127
405973,Mohit,Baezner,Senior Engineer,1995-10-13,9999-01-01,42783
406002,Maris,Molenaar,Engineer,1997-12-28,9999-01-01,40000
406005,Moss,Desikan,Senior Engineer,1994-01-10,9999-01-01,40000
406009,Nigel,Portugali,Senior Engineer,1988-04-10,9999-01-01,55373
406015,Suvo,Erman,Senior Staff,1995-05-10,9999-01-01,76193
406016,Jaideep,Schlegelmilch,Staff,1991-07-06,1993-02-10,47460
406023,Lobel,Sudkamp,Senior Engineer,1990-09-27,1994-08-12,40000
406038,Shuichi,Wissmann,Senior Staff,1994-08-08,9999-01-01,61025
406047,Erzsebet,Cooley,Staff,1985-10-01,1989-12-24,75923
406051,Guangming,Heystek,Senior Staff,1985-09-22,9999-01-01,40000
406053,Gunilla,Isaac,Technique Leader,1988-03-10,2002-02-20,40000
406063,Vatsa,Kolinko,Senior Engineer,2000-02-04,9999-01-01,63836
406068,Tristan,Kitsuregawa,Senior Staff,1995-09-22,2000-03-29,40000
406071,Susanta,Schapire,Senior Engineer,1994-02-06,9999-01-01,40000
406075,Jianhao,Vandervoorde,Senior Engineer,1999-01-09,9999-01-01,40000
406088,Uzi,Henders,Senior Staff,1993-08-19,9999-01-01,87360
406094,Rasiah,Sudbeck,Engineer,1995-06-26,9999-01-01,57306
406095,Sushant,Marchesini,Senior Staff,1992-02-03,9999-01-01,63010
406099,Dhritiman,Baca,Senior Engineer,1999-09-28,9999-01-01,40000
406112,Bikash,Khalid,Engineer,1988-06-18,1992-11-24,41044
406113,Franziska,Janetzko,Senior Engineer,1993-12-06,1995-05-16,40000
406119,Vidar,Gist,Senior Engineer,1993-06-11,9999-01-01,40000
406120,Leah,Merro,Technique Leader,1986-11-09,9999-01-01,40000
406122,Jaroslava,Pelz,Senior Staff,1988-03-18,1991-09-13,40000
406131,Ibibia,Kuhnemann,Senior Engineer,1992-08-08,9999-01-01,55042
406151,Uinam,Mahnke,Senior Engineer,1985-04-02,1987-07-14,66809
406175,Masako,Tsunoo,Senior Engineer,1994-12-26,9999-01-01,55311
406180,Nagui,Stamatiou,Senior Staff,1996-07-23,9999-01-01,51190
406183,Qunsheng,Schnelling,Senior Engineer,1992-10-10,9999-01-01,48204
406192,Deniz,Tanemo,Senior Staff,1995-07-11,9999-01-01,40000
406206,Garnet,Heemskerk,Senior Staff,1985-08-08,9999-01-01,40000
406210,Nadjib,Mitina,Senior Engineer,1986-12-03,9999-01-01,74704
406216,Qiwen,Ciolek,Senior Staff,1988-01-17,9999-01-01,65647
406228,Hongzue,Decleir,Senior Engineer,1985-11-24,9999-01-01,40000
406233,Marie,Pettit,Senior Staff,1994-01-28,9999-01-01,72182
406236,Yahiko,Remmele,Senior Staff,1993-10-08,1998-09-07,63386
406238,Navin,Range,Senior Engineer,1993-09-23,9999-01-01,59759
406242,Chanjung,Beidas,Senior Engineer,1995-06-29,9999-01-01,59088
406243,Feiyu,Hiltgen,Senior Staff,1993-03-06,9999-01-01,40000
406269,Bangqing,Zastre,Senior Staff,1998-07-04,9999-01-01,100695
406289,Aral,Kuzuoka,Senior Staff,1993-07-18,9999-01-01,75973
406293,Rosita,Gurbaxani,Senior Staff,1997-03-01,9999-01-01,96325
406304,Kauko,Francisci,Senior Staff,1997-06-18,9999-01-01,59941
406305,Anneke,Birge,Engineer,1999-04-30,9999-01-01,64733
406310,Fuqing,Glowinski,Senior Engineer,2000-11-04,9999-01-01,63233
406312,Yuping,Maginnis,Senior Engineer,1993-08-02,9999-01-01,40000
406315,Aruna,Gluchowski,Senior Staff,1991-03-12,9999-01-01,63987
406318,Hitomi,Gunderson,Senior Engineer,1993-11-21,9999-01-01,55145
406325,Jeong,Kawashimo,Senior Engineer,1997-08-14,9999-01-01,40000
406326,Godehard,Vieth,Senior Engineer,2001-08-09,9999-01-01,45100
406336,Nishit,Heiserman,Senior Engineer,2002-01-03,9999-01-01,62574
406343,Abdelkader,Ecklund,Senior Engineer,2001-11-09,9999-01-01,40000
406344,Seshu,Grabner,Senior Engineer,2000-01-13,9999-01-01,54532
406348,Zengping,Bugaenko,Senior Engineer,1997-03-03,9999-01-01,40000
406350,Susumu,Luon,Senior Staff,1999-07-02,9999-01-01,77778
406356,Otmar,Fujisaki,Senior Engineer,1997-08-23,9999-01-01,40000
406376,Weiru,Schaaf,Senior Staff,1993-03-08,9999-01-01,55546
406380,Xiaobin,Cyne,Senior Engineer,1997-12-29,9999-01-01,40082
406384,Bernt,Bouloucos,Staff,1986-10-18,1993-10-06,91739
406385,Insup,Gelosh,Senior Staff,1990-06-28,9999-01-01,75310
406410,Sukumar,Rodiger,Senior Staff,2000-07-16,9999-01-01,40000
406412,Sushant,Guerreiro,Staff,1987-11-07,1988-08-12,57006
406414,Yonghoan,Cannard,Senior Engineer,2001-08-17,9999-01-01,43605
406416,Erez,Birsak,Senior Engineer,1997-12-09,9999-01-01,66774
406420,Gaetan,Thummel,Senior Engineer,1992-10-07,9999-01-01,61334
406422,Udo,Rikino,Senior Staff,1997-11-26,9999-01-01,57565
406428,Subir,Otillio,Technique Leader,1988-09-05,9999-01-01,40000
406433,Gay,Gill,Senior Engineer,1993-12-21,2000-06-13,52240
406436,Ugo,Leonhardt,Engineer,1998-12-08,9999-01-01,40000
406439,Bedir,Usery,Senior Staff,1985-03-09,1996-03-10,55279
406440,Moty,Parveen,Staff,1999-11-16,9999-01-01,66187
406444,Eberhardt,Vickson,Senior Engineer,1990-08-21,1996-11-24,41054
406445,Suzette,Ermel,Senior Engineer,1997-03-11,9999-01-01,45572
406452,Jiang,Shumilov,Senior Engineer,1995-12-22,9999-01-01,54908
406454,Dhritiman,Melter,Senior Staff,1991-09-21,9999-01-01,81502
406457,Kwun,Farrag,Senior Engineer,2000-09-27,9999-01-01,40000
406478,Heeju,Trachtenberg,Staff,1990-10-30,1991-12-20,40000
406491,Soenke,Ohori,Technique Leader,1993-03-23,9999-01-01,40000
406495,Pintsang,Bernardeschi,Senior Engineer,1995-12-13,9999-01-01,40000
406496,Yakkov,Backhouse,Staff,1996-06-26,2001-07-08,40000
406508,Morrie,Brendel,Senior Engineer,1997-07-18,9999-01-01,40000
406511,Volkmar,Cappelli,Senior Staff,2000-09-30,9999-01-01,85877
406516,Juyoung,Lamba,Senior Staff,1994-10-29,9999-01-01,57949
406521,Lunjin,Zongker,Senior Engineer,1994-01-11,9999-01-01,52333
406530,Khalil,Broder,Technique Leader,1988-07-25,1990-08-29,48199
406556,Remmert,Peot,Senior Staff,2000-11-09,9999-01-01,51208
406559,Amabile,Huxford,Engineer,1988-02-21,1988-07-30,40000
406569,Shmuel,Underwood,Senior Engineer,1995-09-02,9999-01-01,57690
406574,Elvis,Billawala,Senior Engineer,1990-06-06,9999-01-01,40000
406587,Xuejia,Anick,Staff,1997-09-28,9999-01-01,71727
406588,Arto,Ozeki,Senior Engineer,1987-10-30,9999-01-01,66144
406611,Rafols,Vrecion,Senior Engineer,1994-03-19,9999-01-01,50283
406622,Duri,Pollock,Senior Engineer,1994-08-19,9999-01-01,54815
406625,Aron,Vesna,Senior Staff,1992-05-11,9999-01-01,40000
406628,Toshimi,Lores,Senior Engineer,1998-08-18,9999-01-01,46194
406631,Yuguang,Gulik,Technique Leader,1986-06-02,9999-01-01,48228
406644,Jordanka,Giveon,Senior Engineer,2001-05-08,9999-01-01,40000
406665,Tua,Kusakari,Senior Engineer,2000-01-18,9999-01-01,40000
406672,Rosella,Demos,Senior Engineer,2000-01-10,9999-01-01,40000
406703,Foong,Cherinka,Senior Engineer,1997-09-07,9999-01-01,70843
406713,Zhonghua,Peha,Senior Engineer,1999-11-23,9999-01-01,40000
406715,Janche,Falco,Staff,1986-09-08,1992-03-11,42761
406733,Stepehn,Mawatari,Senior Staff,1995-03-13,9999-01-01,40038
406736,Sadun,Erman,Senior Staff,1993-09-05,9999-01-01,70828
406737,Arunachalam,Rassart,Senior Engineer,1999-11-07,9999-01-01,40000
406739,Demin,Baby,Senior Engineer,1999-07-14,9999-01-01,60711
406752,Masaru,Antonakopoulos,Senior Staff,1993-09-24,9999-01-01,85846
406757,Shir,Krychniak,Staff,1985-08-27,1994-06-26,54050
406758,Nevio,Brandsma,Senior Staff,1985-11-05,1989-04-25,47422
406766,Zengping,Gulik,Engineer,1996-05-10,9999-01-01,44712
406767,Ulises,Grabner,Senior Engineer,1996-01-01,9999-01-01,40000
406768,Fumiko,Montresor,Senior Engineer,1995-09-14,9999-01-01,41617
406779,Yagil,Mandelberg,Senior Staff,1995-08-15,9999-01-01,63055
406803,Takanari,Baba,Technique Leader,1987-01-10,9999-01-01,47002
406804,Jackson,Thebaut,Engineer,1993-12-09,1994-11-22,40000
406806,Shichao,Plavsic,Engineer,1995-10-25,9999-01-01,46003
406819,Anestis,Itzigehl,Senior Engineer,1995-10-30,9999-01-01,45236
406831,Mototsugu,Gilg,Senior Staff,1994-08-13,1998-01-11,40000
406843,Troy,Pargaonkar,Technique Leader,1996-01-06,9999-01-01,40000
406853,Sachio,Couchot,Assistant Engineer,1994-11-18,9999-01-01,46733
406854,Reinhold,Besancenot,Senior Engineer,1997-11-20,9999-01-01,57090
406857,Mahmut,Kemmerer,Senior Engineer,1987-09-06,9999-01-01,40000
406858,Sungwon,Couchot,Senior Engineer,1993-02-01,9999-01-01,58844
406863,Claude,Comte,Senior Staff,1993-08-04,9999-01-01,56386
406871,Chuanyi,Karlin,Senior Engineer,1994-06-11,9999-01-01,64179
406884,Xiping,Peltason,Senior Staff,1992-03-26,9999-01-01,49232
406888,Oddvar,Warwick,Senior Engineer,1995-11-14,9999-01-01,40000
406894,Giri,Curless,Senior Engineer,1993-04-20,9999-01-01,61538
406915,Mingzeng,Marakhovsky,Technique Leader,1986-04-02,1990-12-24,40000
406922,Denis,Piazza,Senior Engineer,1996-04-15,9999-01-01,67319
406935,Arunachalam,Jansen,Senior Engineer,1992-10-15,9999-01-01,50701
406949,Rafael,Yoshizawa,Technique Leader,1996-10-14,9999-01-01,40000
406950,Adas,Heering,Senior Staff,2000-01-25,9999-01-01,66766
406957,Sangeeta,Rosin,Technique Leader,1995-08-18,9999-01-01,45944
406960,Janalee,Wrigley,Senior Engineer,1999-02-08,9999-01-01,40000
406973,Adly,Weedon,Senior Staff,1990-12-21,9999-01-01,54574
406980,Jacopo,Panangaden,Senior Staff,1996-02-15,9999-01-01,40000
406999,Jasminko,Srimani,Senior Engineer,1998-12-02,9999-01-01,45316
407002,Kenton,Peyn,Staff,1986-09-19,1992-07-14,62863
407007,Bluma,Shobatake,Engineer,1999-12-28,9999-01-01,51686
407008,Remzi,Piveteau,Senior Staff,1997-07-11,9999-01-01,78492
407013,Oldrich,Jiafu,Senior Engineer,1996-09-24,9999-01-01,40000
407026,Ishfaq,Bauknecht,Senior Engineer,1991-12-08,9999-01-01,42388
407027,Bernardo,Karner,Senior Engineer,1991-03-22,9999-01-01,49133
407039,Juichirou,Chachaty,Senior Staff,1999-03-04,9999-01-01,40000
407043,Hercules,Kushnir,Senior Engineer,1986-01-29,9999-01-01,54140
407051,Mads,Azuma,Senior Engineer,1991-02-05,9999-01-01,40000
407052,Babette,Perry,Senior Engineer,1992-12-16,9999-01-01,61883
407071,Cordelia,Matheson,Senior Staff,1995-08-04,9999-01-01,78286
407073,Rasikan,Pelc,Senior Staff,1996-09-05,9999-01-01,53919
407092,Maren,Clemencon,Staff,1997-11-13,9999-01-01,60954
407106,Yonghoan,Koblick,Senior Engineer,1990-02-08,9999-01-01,79108
407116,Bokyung,Lorho,Staff,1999-05-10,9999-01-01,62334
407125,Gila,Taneja,Senior Staff,1993-12-10,9999-01-01,95142
407130,Yuriy,Birke,Engineer,1987-01-30,1988-12-06,48515
407133,Terresa,Benzmuller,Engineer,1998-03-17,9999-01-01,57649
407136,Pasqua,Cardazo,Senior Staff,1993-05-10,9999-01-01,48085
407137,Elliott,Morrey,Senior Staff,2000-12-28,9999-01-01,86757
407153,Sakthirel,Rosaz,Senior Engineer,1994-11-13,9999-01-01,40000
407162,Lech,Sridhar,Senior Staff,1988-08-28,9999-01-01,75648
407163,Suebskul,Ranka,Senior Engineer,1992-02-12,9999-01-01,40000
407164,Kristof,Klyachko,Engineer,1987-11-01,1989-02-28,40000
407185,Xinyu,Christianini,Senior Engineer,1995-01-06,9999-01-01,40000
407191,Itzchak,Bolotov,Senior Staff,1992-02-28,9999-01-01,59098
407192,Mizuhito,Figueira,Senior Engineer,1992-08-28,1999-12-03,40000
407198,Juichirou,Speek,Senior Engineer,1996-11-02,9999-01-01,40000
407199,Wonhee,Lipner,Engineer,1996-10-15,1999-11-30,56325
407200,Nevin,Ligten,Senior Staff,1996-01-25,9999-01-01,40000
407219,Ramachenga,Eldridge,Senior Engineer,2000-05-01,9999-01-01,61854
407229,Narain,Ballarin,Senior Engineer,1996-07-27,9999-01-01,40000
407233,Chenye,Basagni,Senior Staff,1995-03-23,9999-01-01,40000
407240,Khue,Bach,Staff,1986-07-24,1990-05-25,78775
407252,Jasminko,Chimia,Senior Engineer,1986-06-17,9999-01-01,63181
407253,Kristina,DuBourdieux,Senior Staff,1994-05-20,1995-01-10,53336
407258,Jasminko,Shackel,Senior Engineer,1996-05-31,9999-01-01,53539
407260,Kiam,Baak,Senior Staff,2001-12-22,9999-01-01,58003
407271,Siddarth,Socorro,Senior Engineer,1994-02-17,9999-01-01,77280
407273,Ottavia,Imataki,Senior Staff,1995-01-17,9999-01-01,43239
407274,Alejandra,Merel,Senior Staff,1987-06-07,9999-01-01,55963
407279,Tran,Ibel,Senior Staff,1996-06-04,9999-01-01,66513
407300,Arlette,Karner,Staff,1988-06-06,1994-09-13,40000
407304,Jeong,Valette,Senior Staff,1995-12-08,9999-01-01,53621
407326,Jiafu,Spataro,Senior Staff,1995-08-11,9999-01-01,40000
407327,Zdislav,Kaelbling,Engineer,1997-06-27,9999-01-01,83366
407335,Niteen,Krychniak,Engineer,1998-07-05,2000-10-04,58730
407338,Erzsebet,Zaiane,Senior Staff,1995-03-30,9999-01-01,50767
407359,Suvo,Baezner,Senior Engineer,1992-02-14,9999-01-01,40000
407368,Morris,Garnick,Senior Staff,2000-12-29,9999-01-01,85334
407374,Ziva,Hellwagner,Engineer,1990-04-19,1991-02-23,57882
407375,Gift,Landherr,Engineer,1998-12-06,2001-09-16,41735
407376,Goncalo,Boudaillier,Senior Staff,1993-01-02,9999-01-01,61808
407382,Moon,Sadowsky,Staff,1997-12-12,9999-01-01,44042
407384,Bernardo,Dredge,Senior Staff,1994-10-01,9999-01-01,40000
407385,Fumitaka,Silva,Engineer,1986-07-26,1990-03-07,66440
407389,Garnet,Fordan,Senior Engineer,1993-03-20,9999-01-01,40000
407390,Jacqueline,Greibach,Senior Staff,1992-02-13,9999-01-01,40000
407398,Uwe,Azuma,Senior Staff,1990-08-24,9999-01-01,53557
407411,Shaowei,Baby,Senior Engineer,1995-12-04,9999-01-01,67693
407413,Filipe,Driscoll,Senior Engineer,1993-08-08,9999-01-01,46927
407419,Xiahua,Pietracaprina,Senior Staff,1993-05-31,2001-03-17,70073
407421,Shigehito,Penn,Senior Engineer,1994-02-11,9999-01-01,40000
407424,Sastry,Hoppenstand,Technique Leader,1989-06-29,9999-01-01,50647
407425,Harngdar,Setiz,Engineer,1996-10-25,9999-01-01,47946
407435,Fumiya,Ellozy,Senior Engineer,1995-05-20,9999-01-01,40000
407437,Mabo,Farrag,Senior Staff,1988-11-17,9999-01-01,40000
407438,Sadok,Kusalik,Engineer,1999-04-14,9999-01-01,56191
407451,Sorina,Ponthieu,Engineer,1995-10-26,9999-01-01,40000
407454,Masato,Braccini,Senior Engineer,1993-12-17,9999-01-01,53184
407460,Guiseppe,Morris,Staff,1998-08-05,9999-01-01,89324
407467,Kiyotoshi,Huxford,Senior Staff,1991-09-07,1999-09-26,69924
407472,Souichi,Lorin,Engineer,1996-10-16,9999-01-01,42034
407487,Aloys,Frezza,Engineer,1998-05-20,9999-01-01,40000
407499,Suebskul,Schapire,Senior Engineer,1994-04-28,9999-01-01,52185
407504,Shigehiro,Levasseur,Senior Staff,2000-11-09,9999-01-01,77833
407517,Shuichi,Luby,Senior Staff,1997-11-06,9999-01-01,40000
407518,Shirish,McAlpine,Senior Staff,1992-09-16,9999-01-01,40000
407519,Kazuhira,Vickson,Engineer,1987-02-03,1993-07-05,40000
407528,Seshu,Perin,Senior Staff,1996-02-11,9999-01-01,47889
407537,Fumiya,Walston,Senior Engineer,1994-01-18,9999-01-01,69408
407545,Elliott,Danlos,Senior Engineer,2001-05-23,9999-01-01,45687
407551,Apostol,Fortenbacher,Technique Leader,1987-05-03,2000-03-24,40000
407553,Berthier,Hmelo,Senior Engineer,1993-10-31,9999-01-01,40000
407558,Ayakannu,Hammerschmidt,Senior Engineer,1992-05-10,9999-01-01,46971
407559,Hironoby,Adachi,Senior Staff,1994-12-21,9999-01-01,40000
407562,Bodh,Budinsky,Senior Staff,1992-10-20,9999-01-01,83691
407565,Shuky,Backhouse,Senior Staff,1990-11-21,1996-07-23,67662
407567,Gully,Tramer,Staff,1988-02-27,1993-02-22,67153
407583,Chenye,Reinhard,Senior Staff,1998-02-25,9999-01-01,44396
407594,Carrsten,Cannard,Senior Staff,1999-04-06,9999-01-01,93437
407595,Hideo,Lowrie,Staff,1999-07-29,9999-01-01,65603
407613,Vitali,Rosenbaum,Staff,1997-01-04,9999-01-01,62482
407636,Fumino,Dulay,Senior Staff,1998-07-15,9999-01-01,81861
407640,Uta,DuCasse,Senior Engineer,1991-03-25,9999-01-01,40000
407642,Jiakeng,Oberman,Senior Engineer,1987-08-29,9999-01-01,41470
407644,Constantine,Rattan,Engineer,1985-10-13,1987-02-19,40000
407648,Neelam,Reinhard,Senior Staff,1992-01-06,9999-01-01,45310
407649,Uriel,Waeselynck,Senior Staff,1993-03-29,9999-01-01,82839
407653,Hitomi,Baezner,Senior Staff,1997-09-23,9999-01-01,86908
407654,Shaowei,Ghemri,Staff,1999-07-14,2002-02-21,62026
407671,Achilleas,Lanteri,Technique Leader,1990-07-20,9999-01-01,57267
407697,Barun,Hiroyama,Engineer,1998-03-25,1999-04-05,40105
407703,Przemyslawa,Rando,Senior Engineer,1996-09-19,2001-02-06,40000
407710,Yuqun,Luiz,Senior Staff,1992-04-02,9999-01-01,40000
407724,Bogdan,Kambil,Senior Staff,1998-03-22,9999-01-01,40000
407725,Chenxi,Skogmar,Senior Engineer,1985-08-07,2001-11-29,40000
407730,Marlo,Vilarrasa,Senior Staff,1995-09-11,9999-01-01,60331
407732,Yefim,Marsiglia,Senior Staff,1993-01-30,1998-05-05,89670
407733,Susumu,Valtorta,Senior Engineer,1991-05-06,9999-01-01,40000
407737,Mingzeng,Mundy,Senior Engineer,1999-01-20,9999-01-01,61330
407745,Kensei,Strooper,Senior Engineer,2001-07-21,9999-01-01,45743
407749,Limsoon,Jahnichen,Senior Engineer,1990-12-23,9999-01-01,63232
407766,Yoshinari,Schmittgen,Senior Staff,1993-10-24,9999-01-01,67315
407768,Chinya,Lortz,Senior Staff,1992-03-28,9999-01-01,40000
407770,Jackson,Szilard,Engineer,1995-05-18,9999-01-01,51079
407775,Khedija,Waeselynck,Engineer,1997-07-24,9999-01-01,40000
407786,Yechiam,Roohalamini,Engineer,1988-08-04,1992-03-29,42944
407799,Hausi,Xiaoshan,Senior Engineer,1993-03-11,9999-01-01,40000
407802,Sadun,Zedlitz,Senior Engineer,1996-04-19,9999-01-01,40000
407803,Khatoun,Chaudhury,Senior Staff,1999-08-22,9999-01-01,53474
407807,Udi,Sanella,Senior Engineer,1993-09-23,1998-09-28,41164
407809,JoAnne,Suri,Senior Engineer,1985-07-04,9999-01-01,44082
407810,Guozhong,Nastansky,Senior Staff,1992-05-25,9999-01-01,73865
407817,Fai,Zobel,Senior Staff,1985-12-25,9999-01-01,68708
407821,Mabo,Famili,Senior Staff,1986-08-17,1994-06-01,67311
407823,Shietung,Kornatzky,Senior Staff,2000-06-02,9999-01-01,57186
407824,Sreekrishna,Kalsbeek,Senior Engineer,2002-06-08,9999-01-01,64167
407827,Kannan,Steinauer,Senior Staff,2000-08-16,9999-01-01,90068
407828,Xinglin,Sundgren,Staff,1987-08-14,1991-04-12,55684
407846,Laurentiu,Muniz,Senior Engineer,1994-10-04,9999-01-01,40000
407860,Yannis,Hartvigsen,Engineer,1993-11-07,1998-05-26,62026
407861,Bodh,Birta,Senior Staff,1988-12-01,9999-01-01,64264
407867,Sanjay,Pappas,Senior Engineer,1996-08-05,9999-01-01,40000
407879,Jingling,Spell,Technique Leader,1987-09-10,9999-01-01,53429
407882,Duke,Kilgore,Engineer,1997-02-24,9999-01-01,40000
407886,Shmuel,Riexinger,Senior Staff,1999-11-27,9999-01-01,73438
407896,Shai,Staudhammer,Senior Engineer,1996-01-09,9999-01-01,45692
407906,Fatemeh,Androutsos,Staff,1997-02-24,9999-01-01,47196
407914,Jayson,Swift,Senior Staff,1991-04-02,9999-01-01,62520
407915,Mototsugu,Scharstein,Senior Staff,1993-07-20,9999-01-01,40000
407919,Val,Schlumberger,Senior Engineer,1996-08-12,9999-01-01,40000
407930,Alair,Kirkerud,Senior Engineer,1993-12-14,9999-01-01,72870
407951,Youngkon,Olano,Senior Staff,1995-07-10,9999-01-01,95651
407956,Yonghong,Kawashima,Senior Staff,2002-06-10,9999-01-01,91362
407964,Zdislav,Pelz,Technique Leader,1993-05-05,9999-01-01,49913
407967,Tamiya,Simkin,Senior Engineer,1992-01-01,9999-01-01,54842
407970,Sangeeta,Barbanera,Senior Engineer,1998-04-17,9999-01-01,40000
407972,Sachar,Huxford,Senior Engineer,1990-04-06,9999-01-01,54389
407980,Gopalakrishnan,Munos,Staff,1986-01-16,1992-08-16,58620
407983,Khun,Plotkin,Senior Engineer,1996-01-08,9999-01-01,60506
407984,Chrisa,Gien,Senior Engineer,1994-09-22,9999-01-01,40000
407987,Khoa,Rindone,Senior Engineer,1995-11-20,2001-04-11,59816
407991,Marco,Redmiles,Senior Staff,1998-01-16,9999-01-01,71065
407999,Kazuhiko,Pappas,Senior Staff,1988-09-26,9999-01-01,40000
408006,Hinrich,Gniady,Assistant Engineer,1998-01-16,9999-01-01,44289
408014,Tuval,Janetzko,Engineer,1998-02-21,9999-01-01,40000
408023,Jovan,Henders,Assistant Engineer,1996-12-17,9999-01-01,47025
408034,Brendon,Brendel,Senior Engineer,1993-02-26,9999-01-01,49589
408050,Heejo,Veeraraghavan,Senior Staff,1986-12-29,1988-04-18,58379
408058,Basant,Murthy,Senior Staff,1994-05-27,2002-03-22,62183
408064,Kerryn,Kinley,Senior Staff,1995-04-13,9999-01-01,61395
408085,Cheong,Veevers,Senior Engineer,1994-10-07,9999-01-01,77086
408086,Tonia,Velardi,Senior Engineer,1991-10-21,9999-01-01,40000
408101,Arno,Takanami,Technique Leader,1986-03-22,9999-01-01,62647
408113,Lidong,Gips,Senior Engineer,1990-03-09,9999-01-01,46720
408124,Dannz,Lipner,Senior Engineer,1994-02-10,9999-01-01,40000
408125,Laurentiu,Famili,Senior Staff,1997-07-05,9999-01-01,60041
408128,Berna,Puppe,Senior Staff,1994-04-02,9999-01-01,57013
408131,Arne,Schach,Staff,1995-06-17,9999-01-01,40722
408137,Sakthirel,Rousseau,Senior Engineer,1988-10-23,9999-01-01,62958
408150,Stamatina,Kushnir,Senior Engineer,1992-11-11,1998-01-10,61219
408151,Sanjai,Massonet,Engineer,1996-11-04,2000-01-26,66977
408159,Luisa,Milicia,Staff,1999-03-15,2000-03-28,61300
408167,Greger,Demizu,Senior Staff,1996-08-18,9999-01-01,76544
